jan,title,maker,series,grade,scale
,OZX-GU01LOBガンダムジェミナス01,BANDAI SPIRITS,新機動戦記ガンダムW デュアルストーリー G-UNIT,SD,Non-scale
,XXXG-01SR ガンダムサンドロック,BANDAI SPIRITS,,SD,Non-scale
,RX-79[G]Ez-8ガンダムイージーエイト (2000),BANDAI SPIRITS,機動戦士ガンダム 第08MS小隊,SD,Non-scale
,WD-M01ターンエーガンダム,BANDAI SPIRITS,∀ガンダム,SD,Non-scale
,GX-9901-DXガンダムダブルエックス (2000),BANDAI SPIRITS,機動新世紀ガンダムX,SD,Non-scale
,GT-9600ガンダムレオパルド,BANDAI SPIRITS,,SD,Non-scale
,GW-9800ガンダムエアマスター,BANDAI SPIRITS,,SD,Non-scale
,OZ-00MSトールギス,BANDAI SPIRITS,2000年8月,SD,Non-scale
,OZ-14MSガンダムアクエリアス (2000),BANDAI SPIRITS,SDガンダム GGENERATION-F,SD,Non-scale
,RX-78GP04ガンダムGP04 (2000),BANDAI SPIRITS,MSV（GUNDAM WEAPONS 3）,SD,Non-scale
,RX-79BD-3ガンダムブルーディスティニー3号機,BANDAI SPIRITS,機動戦士ガンダム外伝3 裁かれし者,SD,Non-scale
,NZ-000クィンマンサ (2000),BANDAI SPIRITS,機動戦士ガンダムΖΖ,SD,Non-scale
,MS-07グフ,BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,WMS-03マグアナック (2000),BANDAI SPIRITS,新機動戦記ガンダムW,SD,Non-scale
,MA-08ビグザム (2001),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,MAN-08NT専用モビルアーマー,BANDAI SPIRITS,BB戦士No.15と合体可能,SD,Non-scale
,GF13-001NHIIマスターガンダム (2001),BANDAI SPIRITS,機動武闘伝Gガンダム,SD,Non-scale
,XM-X1クロスボーンガンダムX1 (2001),BANDAI SPIRITS,機動戦士クロスボーン・ガンダム,SD,Non-scale
,AMX-004キュベレイ (2001),BANDAI SPIRITS,機動戦士Ζガンダム,SD,Non-scale
,RX-79BD-1ガンダムブルーディスティニー1号機 (2001),BANDAI SPIRITS,機動戦士ガンダム外伝1 戦慄のブルー,SD,Non-scale
,XM-X2クロスボーンガンダムX2 (2002),BANDAI SPIRITS,機動戦士クロスボーン・ガンダム,SD,Non-scale
,シャア専用MSコレクション (2000),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,ゼータガンダムMSコレクション (2000),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,キュベレイトリプルコレクション (2001),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,翼の騎士ゼロ,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,RX-78-2 ガンダム (2016),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,RX-0 ユニコーンガンダム（デストロイモード） (2016),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,ZGMF-X20A ストライクフリーダムガンダム,BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,ハローキティ / RX-78-2 ガンダム (2020),BANDAI SPIRITS,ガンダムvsハローキティプロジェクト,SD,Non-scale
,クロスシルエットフレーム [ホワイト],BANDAI SPIRITS,,SD,Non-scale
,RX-78-2 ガンダム & クロスシルエットフレーム セット,BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,クロスシルエットフレーム [グレー],BANDAI SPIRITS,,SD,Non-scale
,シスクード（ティターンズカラー）,BANDAI SPIRITS,,SD,Non-scale
,シルエットブースター [ホワイト],BANDAI SPIRITS,,SD,Non-scale
,ユニコーンガンダム（デストロイモード） (2019),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,シルエットブースター [グレー],BANDAI SPIRITS,,SD,Non-scale
,クロスシルエットフレーム [グリーン],BANDAI SPIRITS,,SD,Non-scale
,クロスシルエットフレーム [レッド],BANDAI SPIRITS,,SD,Non-scale
,シルエットブースター [グリーン],BANDAI SPIRITS,,SD,Non-scale
,シルエットブースター [レッド],BANDAI SPIRITS,,SD,Non-scale
,RX-78-2 ガンダム&シャア専用ザクII (2020),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,シルエットブースター2 [ホワイト] (2020),BANDAI SPIRITS,,SD,Non-scale
,ハローキティ / シャア専用ザクII (2020),BANDAI SPIRITS,ガンダムvsハローキティ プロジェクト,SD,Non-scale
,ハローキティ / ザクII,BANDAI SPIRITS,,SD,Non-scale
,RX-78F00 ガンダム,BANDAI SPIRITS,GUNDAM FACTORY YOKOHAMA,SD,Non-scale
,ユニコーンガンダム2号機バンシィ（デストロイモード）＆バンシィ・ノルン パーツセット (2023),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,RX-78-2 ガンダム & クロスシルエットフレーム セット(GDHKIII LIMITED) (2018),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,ガンダムベース限定 RX-78-2 ガンダム[クリアカラー],BANDAI SPIRITS,2018年10月,SD,Non-scale
,ゼータガンダム（クロスシルエットフレームVer.）[クリアカラー] (2019),BANDAI SPIRITS,機動戦士Ζガンダム,SD,Non-scale
,ガンダムベース限定 ナイチンゲール [スペシャルコーティング],BANDAI SPIRITS,機動戦士ガンダム 逆襲のシャア ベルトーチカ・チルドレン,SD,Non-scale
,ザクII（クロスシルエットフレームVer.）[クリアカラー] (2019),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,ガンダムベース限定 RX-78-3 G-3ガンダム（クロスシルエットフレームVer.） (2019),BANDAI SPIRITS,小説版機動戦士ガンダム機動戦士ガンダム モビルスーツバリエーション,SD,Non-scale
,クロスボーン・ガンダムX1（クロスシルエットフレームVer.）［クリアカラー] (2021),BANDAI SPIRITS,機動戦士クロスボーン・ガンダム,SD,Non-scale
,マジンガーZ (2018),BANDAI SPIRITS,マジンガーZ,SD,Non-scale
,グレートマジンガー,BANDAI SPIRITS,グレートマジンガー,SD,Non-scale
,マジンカイザー (2019),BANDAI SPIRITS,スーパーロボット大戦F完結編OVAマジンカイザー,SD,Non-scale
,真ゲッター,BANDAI SPIRITS,漫画ゲッターロボ號真ゲッターロボ 世界最後の日,SD,Non-scale
,ガオガイガー (2019),BANDAI SPIRITS,勇者王ガオガイガー,SD,Non-scale
,クリアカラーセット （悟空インパルスガンダム、信長ガンダムエピオン、サージェントヴェルデバスターガンダム） (2021),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,アーサーガンダムMk-Ⅲ (2022),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,悟空インパルスガンダムDXセット ダークVer.,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,クリアカラーセットII （アーサーガンダムMk-III、シーザーレジェンドガンダム） (2022),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,クレオパトラキュベレイ,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,クリアカラーセットIII （ナイトストライクガンダム、ウォーロックイージスガンダム） (2023),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
